fc_oper;channel;amount;operations_number;category_name
190627;Offline;10020756.35;345587;Supermercados y Pequeño Comercio
190627;Online;58183.16;879;Farmacias, Ópticas y Ortopedias
190627;Offline;3032083.00;33101;Bricolaje y Jardinería
190627;Online;1190.24;17;Tabaco, Alcohol y Otros
190627;Online;11924.54;161;Peluquería y Barbería
190627;Online;25853.80;760;Restaurantes y Cafeterías
190627;Offline;974680.58;36886;Farmacias, Ópticas y Ortopedias
190627;Offline;437871.18;20877;Tabaco, Alcohol y Otros
190627;Offline;3914555.23;170308;Restaurantes y Cafeterías
190628;Online;23088.71;2191;Contenidos digitales y media
190628;Offline;2265603.11;11777;Mantenimiento y Reparaciones Auto
190628;Online;43208.64;2391;Gaming
190628;Offline;525288.06;23617;Tabaco, Alcohol y Otros
190628;Offline;39756.14;3588;Contenidos digitales y media
190628;Online;74483.82;621;Mantenimiento y Reparaciones Auto
190628;Offline;1625920.45;12450;Alojamiento
190628;Online;26833.75;846;Restaurantes y Cafeterías
190628;Online;42128.72;952;Combustible y Recarga
190628;Online;1258717.55;31033;Supermercados y Pequeño Comercio
190628;Offline;94861.42;3914;Gaming
190628;Offline;1141307.04;27817;Peluquería y Barbería
190628;Offline;3789744.55;106175;Combustible y Recarga
190628;Offline;4947952.70;194159;Restaurantes y Cafeterías
190628;Online;734901.38;3143;Alojamiento
190628;Offline;12470146.94;389391;Supermercados y Pequeño Comercio
190628;Offline;991385.37;37473;Farmacias, Ópticas y Ortopedias
190628;Online;394.88;8;Tabaco, Alcohol y Otros
190628;Online;13389.80;77;Bar y Discotecas
190628;Online;11062.34;166;Peluquería y Barbería
190628;Offline;113337.72;4795;Bar y Discotecas
190628;Online;44946.44;672;Farmacias, Ópticas y Ortopedias
190628;Offline;1589073.90;24044;Bricolaje y Jardinería
190628;Online;80645.11;779;Bricolaje y Jardinería
190629;Offline;29870.56;2549;Contenidos digitales y media
190629;Offline;482801.63;4156;Mantenimiento y Reparaciones Auto
190629;Online;502328.66;2331;Alojamiento
190629;Online;69226.29;657;Bricolaje y Jardinería
190629;Online;19900.18;2093;Contenidos digitales y media
190629;Online;27721.22;331;Mantenimiento y Reparaciones Auto
190629;Online;37192.69;2345;Gaming
190629;Offline;218018.62;10646;Bar y Discotecas
190629;Offline;3076315.97;90546;Combustible y Recarga
190629;Online;835794.34;23201;Supermercados y Pequeño Comercio
190629;Offline;87310.83;3732;Gaming
190629;Online;5967.36;87;Peluquería y Barbería
190629;Online;28562.83;724;Combustible y Recarga
190629;Online;2622.02;96;Bar y Discotecas
190629;Offline;1668151.72;13479;Alojamiento
190629;Offline;14823822.45;438113;Supermercados y Pequeño Comercio
190629;Offline;729138.12;29100;Farmacias, Ópticas y Ortopedias
190629;Offline;1613693.14;25928;Bricolaje y Jardinería
190629;Offline;6332689.31;184457;Restaurantes y Cafeterías
190629;Online;27769.55;487;Farmacias, Ópticas y Ortopedias
190629;Online;22224.75;673;Restaurantes y Cafeterías
190629;Offline;666131.09;16963;Peluquería y Barbería
190629;Online;1266.42;7;Tabaco, Alcohol y Otros
190629;Offline;405716.63;17961;Tabaco, Alcohol y Otros
190630;Offline;46273.86;4355;Contenidos digitales y media
190630;Offline;28594.17;456;Mantenimiento y Reparaciones Auto
190630;Offline;53292.50;3472;Gaming
190630;Offline;88112.06;4650;Tabaco, Alcohol y Otros
190630;Online;22084.38;2495;Contenidos digitales y media
190630;Online;41945.07;458;Mantenimiento y Reparaciones Auto
190630;Online;582879.50;2612;Alojamiento
190630;Offline;5435634.89;160341;Restaurantes y Cafeterías
190630;Offline;2683368.30;81154;Combustible y Recarga
190630;Online;843282.06;25089;Supermercados y Pequeño Comercio
190630;Offline;2010083.54;14806;Alojamiento
190630;Online;45128.99;712;Farmacias, Ópticas y Ortopedias
190630;Online;30833.30;705;Combustible y Recarga
190630;Online;20123.01;699;Restaurantes y Cafeterías
190630;Online;32577.04;2106;Gaming
190630;Offline;2802935.58;125008;Supermercados y Pequeño Comercio
190630;Online;7817.53;111;Peluquería y Barbería
190630;Online;441.25;8;Tabaco, Alcohol y Otros
190630;Online;44837.96;396;Bricolaje y Jardinería
190630;Offline;39285.45;1015;Peluquería y Barbería
190630;Offline;323064.26;5724;Bricolaje y Jardinería
190630;Offline;219443.76;10295;Farmacias, Ópticas y Ortopedias
190630;Offline;265352.18;14382;Bar y Discotecas
190630;Online;1374.50;51;Bar y Discotecas
190701;Online;22800.42;2239;Contenidos digitales y media
190701;Online;124535.54;1148;Mantenimiento y Reparaciones Auto
190701;Offline;1585115.02;9878;Alojamiento
190701;Offline;76042.53;2837;Bar y Discotecas
190701;Offline;47772.10;4425;Contenidos digitales y media
190701;Offline;1699470.60;10243;Mantenimiento y Reparaciones Auto
190701;Online;41336.11;2295;Gaming
190701;Online;115265.68;983;Bricolaje y Jardinería
190701;Offline;3485313.37;96168;Combustible y Recarga
190701;Online;1968921.44;50187;Supermercados y Pequeño Comercio
190701;Offline;88675.34;5230;Gaming
190701;Online;30393.68;525;Peluquería y Barbería
190701;Online;61704.22;1133;Combustible y Recarga
190701;Offline;1780822.99;26822;Bricolaje y Jardinería
190701;Online;919237.97;3488;Alojamiento
190701;Offline;11551043.19;382673;Supermercados y Pequeño Comercio
190701;Online;68583.38;1083;Farmacias, Ópticas y Ortopedias
190701;Online;4531.20;64;Bar y Discotecas
190701;Online;35919.39;647;Restaurantes y Cafeterías
190701;Offline;1072042.00;40618;Farmacias, Ópticas y Ortopedias
190701;Online;2762.95;17;Tabaco, Alcohol y Otros
190701;Offline;658920.35;14448;Peluquería y Barbería
190701;Offline;2985857.34;140029;Restaurantes y Cafeterías
190701;Offline;554451.21;25013;Tabaco, Alcohol y Otros
190702;Offline;37440.79;3645;Contenidos digitales y media
190702;Online;99270.62;951;Mantenimiento y Reparaciones Auto
190702;Online;857028.47;3661;Alojamiento
190702;Online;23504.05;699;Restaurantes y Cafeterías
190702;Online;21332.23;1870;Contenidos digitales y media
190702;Offline;1932381.35;11023;Mantenimiento y Reparaciones Auto
190702;Offline;68565.76;3987;Gaming
190702;Online;1874.92;19;Tabaco, Alcohol y Otros
190702;Offline;3240943.78;90682;Combustible y Recarga
190702;Offline;10430483.69;357971;Supermercados y Pequeño Comercio
190702;Offline;1205173.82;9727;Alojamiento
190702;Online;67098.33;1003;Farmacias, Ópticas y Ortopedias
190702;Online;38793.39;795;Combustible y Recarga
190702;Offline;471160.20;21648;Tabaco, Alcohol y Otros
190702;Online;34369.67;1966;Gaming
190702;Online;1883476.58;47671;Supermercados y Pequeño Comercio
190702;Online;18440.06;270;Peluquería y Barbería
190702;Offline;3415958.00;152734;Restaurantes y Cafeterías
190702;Offline;76632.83;2515;Bar y Discotecas
190702;Offline;1014061.86;38613;Farmacias, Ópticas y Ortopedias
190702;Online;109487.00;958;Bricolaje y Jardinería
190702;Offline;947981.28;21860;Peluquería y Barbería
190702;Offline;1627411.49;24895;Bricolaje y Jardinería
190702;Online;6478.29;83;Bar y Discotecas
190703;Online;21302.69;1798;Contenidos digitales y media
190703;Online;115133.72;924;Mantenimiento y Reparaciones Auto
190703;Offline;59559.20;2668;Gaming
190703;Online;3222.66;75;Bar y Discotecas
190703;Offline;38570.45;3542;Contenidos digitales y media
190703;Offline;2072285.57;11087;Mantenimiento y Reparaciones Auto
190703;Offline;1301796.58;10624;Alojamiento
190703;Offline;98366.90;2982;Bar y Discotecas
190703;Online;44167.29;781;Combustible y Recarga
190703;Online;1707878.89;42518;Supermercados y Pequeño Comercio
190703;Online;28803.52;1733;Gaming
190703;Online;63552.96;1003;Farmacias, Ópticas y Ortopedias
190703;Offline;3246739.38;91767;Combustible y Recarga
190703;Online;107907.87;951;Bricolaje y Jardinería
190703;Online;839820.01;3609;Alojamiento
190703;Offline;9762422.02;341342;Supermercados y Pequeño Comercio
190703;Offline;985751.39;37633;Farmacias, Ópticas y Ortopedias
190703;Offline;1605006.03;24656;Bricolaje y Jardinería
190703;Online;30521.13;705;Restaurantes y Cafeterías
190703;Online;17573.44;220;Peluquería y Barbería
190703;Online;1521.93;19;Tabaco, Alcohol y Otros
190703;Offline;986792.73;22960;Peluquería y Barbería
190703;Offline;438037.05;20829;Tabaco, Alcohol y Otros
190703;Offline;3752507.40;164244;Restaurantes y Cafeterías
190704;Online;22235.89;1951;Contenidos digitales y media
190704;Online;87144.73;796;Mantenimiento y Reparaciones Auto
190704;Online;28100.45;1631;Gaming
190704;Offline;4079492.89;174604;Restaurantes y Cafeterías
190704;Offline;33822.94;3321;Contenidos digitales y media
190704;Offline;2168839.26;11358;Mantenimiento y Reparaciones Auto
190704;Offline;56542.07;2487;Gaming
190704;Offline;449223.72;21467;Tabaco, Alcohol y Otros
190704;Offline;3297736.57;93214;Combustible y Recarga
190704;Online;1603628.23;41489;Supermercados y Pequeño Comercio
190704;Online;827177.91;3552;Alojamiento
190704;Offline;957710.15;36838;Farmacias, Ópticas y Ortopedias
190704;Online;36070.96;808;Combustible y Recarga
190704;Online;51834.78;742;Restaurantes y Cafeterías
190704;Offline;1395764.99;11348;Alojamiento
190704;Offline;10022500.74;347478;Supermercados y Pequeño Comercio
190704;Online;16829.14;214;Peluquería y Barbería
190704;Online;2016.61;11;Tabaco, Alcohol y Otros
190704;Offline;100137.79;3644;Bar y Discotecas
190704;Online;54839.71;853;Farmacias, Ópticas y Ortopedias
190704;Online;115042.87;896;Bricolaje y Jardinería
190704;Offline;1035143.96;24476;Peluquería y Barbería
190704;Offline;1551514.53;23871;Bricolaje y Jardinería
190704;Online;3362.04;86;Bar y Discotecas
190705;Offline;36968.81;3705;Contenidos digitales y media
190705;Offline;2409892.26;12468;Mantenimiento y Reparaciones Auto
190705;Online;27436.41;1618;Gaming
190705;Online;3083.83;75;Bar y Discotecas
190705;Online;20350.29;1736;Contenidos digitales y media
190705;Online;75969.92;643;Mantenimiento y Reparaciones Auto
190705;Offline;1746593.39;13041;Alojamiento
190705;Online;84884.59;699;Bricolaje y Jardinería
190705;Online;44762.25;964;Combustible y Recarga
190705;Online;1287545.78;32336;Supermercados y Pequeño Comercio
190705;Offline;57580.63;2765;Gaming
190705;Offline;950914.31;37287;Farmacias, Ópticas y Ortopedias
190705;Offline;3767740.44;105370;Combustible y Recarga
190705;Offline;148904.80;5735;Bar y Discotecas
190705;Online;827712.23;3314;Alojamiento
190705;Offline;12285896.55;386153;Supermercados y Pequeño Comercio
190705;Online;42536.43;660;Farmacias, Ópticas y Ortopedias
190705;Offline;1553640.65;24071;Bricolaje y Jardinería
190705;Offline;5060161.00;197023;Restaurantes y Cafeterías
190705;Offline;1120855.12;27459;Peluquería y Barbería
190705;Online;31726.01;799;Restaurantes y Cafeterías
190705;Online;10617.66;169;Peluquería y Barbería
190705;Offline;532934.94;24244;Tabaco, Alcohol y Otros
190705;Online;261.07;7;Tabaco, Alcohol y Otros
190706;Online;20496.97;1957;Contenidos digitales y media
190706;Online;37773.51;384;Mantenimiento y Reparaciones Auto
190706;Online;580028.24;2579;Alojamiento
190706;Offline;6454879.55;188610;Restaurantes y Cafeterías
190706;Offline;37642.93;3506;Contenidos digitales y media
190706;Offline;517252.09;4425;Mantenimiento y Reparaciones Auto
190706;Offline;1671104.72;14014;Alojamiento
190706;Online;309.32;5;Tabaco, Alcohol y Otros
190706;Offline;3051223.44;89316;Combustible y Recarga
190706;Offline;14477087.39;438959;Supermercados y Pequeño Comercio
190706;Online;24581.37;1539;Gaming
190706;Offline;644810.66;16708;Peluquería y Barbería
190706;Online;29617.76;677;Combustible y Recarga
190706;Offline;415089.96;18682;Tabaco, Alcohol y Otros
190706;Offline;66865.41;3104;Gaming
190706;Online;777802.39;22720;Supermercados y Pequeño Comercio
190706;Offline;663646.14;27655;Farmacias, Ópticas y Ortopedias
190706;Online;19872.07;545;Restaurantes y Cafeterías
190706;Offline;241828.28;11415;Bar y Discotecas
190706;Online;5960.38;113;Peluquería y Barbería
190706;Online;67354.34;630;Bricolaje y Jardinería
190706;Online;23878.67;426;Farmacias, Ópticas y Ortopedias
190706;Online;3344.99;94;Bar y Discotecas
190706;Offline;1575630.94;25934;Bricolaje y Jardinería
190707;Offline;35034.51;3626;Contenidos digitales y media
190707;Offline;38312.76;558;Mantenimiento y Reparaciones Auto
190707;Offline;52247.67;3843;Gaming
190707;Offline;306276.75;5780;Bricolaje y Jardinería
190707;Online;23280.24;1997;Contenidos digitales y media
190707;Online;38132.65;473;Mantenimiento y Reparaciones Auto
190707;Offline;1988261.39;15030;Alojamiento
190707;Online;35148.72;362;Bricolaje y Jardinería
190707;Offline;2669330.20;81098;Combustible y Recarga
190707;Online;836575.20;26117;Supermercados y Pequeño Comercio
190707;Online;27235.23;1818;Gaming
190707;Offline;197151.38;9980;Farmacias, Ópticas y Ortopedias
190707;Online;27243.29;689;Combustible y Recarga
190707;Online;2983.74;87;Bar y Discotecas
190707;Online;685748.24;2898;Alojamiento
190707;Offline;2927508.14;128860;Supermercados y Pequeño Comercio
190707;Offline;39234.24;1060;Peluquería y Barbería
190707;Offline;289852.25;15183;Bar y Discotecas
190707;Offline;5505700.36;161950;Restaurantes y Cafeterías
190707;Online;38527.78;633;Farmacias, Ópticas y Ortopedias
190707;Online;657.43;11;Tabaco, Alcohol y Otros
190707;Online;5246.41;108;Peluquería y Barbería
190707;Online;17435.42;681;Restaurantes y Cafeterías
190707;Offline;90873.61;4808;Tabaco, Alcohol y Otros
190708;Offline;38519.24;4119;Contenidos digitales y media
190708;Offline;1673869.03;9942;Mantenimiento y Reparaciones Auto
190708;Offline;51727.79;2357;Gaming
190708;Online;20619.34;611;Restaurantes y Cafeterías
190708;Online;21307.55;1858;Contenidos digitales y media
190708;Online;111012.11;953;Mantenimiento y Reparaciones Auto
190708;Online;783437.67;3290;Alojamiento
190708;Online;5188.99;18;Tabaco, Alcohol y Otros
190708;Online;35976.92;792;Combustible y Recarga
190708;Online;1964593.67;51574;Supermercados y Pequeño Comercio
190708;Offline;1581823.84;10163;Alojamiento
190708;Online;62997.54;997;Farmacias, Ópticas y Ortopedias
190708;Offline;3332284.60;91134;Combustible y Recarga
190708;Offline;528771.02;24819;Tabaco, Alcohol y Otros
190708;Online;35702.20;2419;Gaming
190708;Offline;10748936.06;370094;Supermercados y Pequeño Comercio
190708;Offline;549025.95;12680;Peluquería y Barbería
190708;Offline;2926805.75;138119;Restaurantes y Cafeterías
190708;Offline;3107041.12;35067;Bricolaje y Jardinería
190708;Online;13696.16;206;Peluquería y Barbería
190708;Online;7975.45;85;Bar y Discotecas
190708;Offline;948567.44;37548;Farmacias, Ópticas y Ortopedias
190708;Offline;84898.05;2825;Bar y Discotecas
190708;Online;374197.55;2369;Bricolaje y Jardinería
190709;Offline;33552.05;3252;Contenidos digitales y media
190709;Offline;1911734.53;10678;Mantenimiento y Reparaciones Auto
190709;Online;37575.95;2513;Gaming
190709;Online;109865.58;886;Bricolaje y Jardinería
190709;Online;23514.47;1885;Contenidos digitales y media
190709;Online;109296.62;935;Mantenimiento y Reparaciones Auto
190709;Offline;1300042.68;10228;Alojamiento
190709;Online;3070.98;86;Bar y Discotecas
190709;Offline;3126942.28;88331;Combustible y Recarga
190709;Online;1729230.74;43882;Supermercados y Pequeño Comercio
190709;Online;801528.95;3438;Alojamiento
190709;Offline;865986.39;19856;Peluquería y Barbería
190709;Online;43921.57;793;Combustible y Recarga
190709;Offline;1513549.97;23433;Bricolaje y Jardinería
190709;Offline;48643.21;2645;Gaming
190709;Offline;9612383.14;343460;Supermercados y Pequeño Comercio
190709;Online;13173.66;183;Peluquería y Barbería
190709;Offline;71081.48;2694;Bar y Discotecas
190709;Offline;436820.37;20912;Tabaco, Alcohol y Otros
190709;Offline;932615.49;36495;Farmacias, Ópticas y Ortopedias
190709;Offline;3470497.73;153032;Restaurantes y Cafeterías
190709;Online;64567.71;978;Farmacias, Ópticas y Ortopedias
190709;Online;22804.14;707;Restaurantes y Cafeterías
190709;Online;764.16;13;Tabaco, Alcohol y Otros
190710;Online;22446.43;1872;Contenidos digitales y media
190710;Offline;2057049.69;11414;Mantenimiento y Reparaciones Auto
190710;Online;32334.97;2901;Gaming
190710;Online;21239.05;662;Restaurantes y Cafeterías
190710;Offline;40120.06;4472;Contenidos digitales y media
190710;Online;102985.46;944;Mantenimiento y Reparaciones Auto
190710;Offline;49500.68;2509;Gaming
190710;Offline;427367.41;21157;Tabaco, Alcohol y Otros
190710;Offline;3274424.02;93590;Combustible y Recarga
190710;Offline;9299321.26;334819;Supermercados y Pequeño Comercio
190710;Online;806631.45;3510;Alojamiento
190710;Online;20811.17;185;Peluquería y Barbería
190710;Online;34095.02;822;Combustible y Recarga
190710;Offline;3914238.19;167325;Restaurantes y Cafeterías
190710;Offline;1339239.83;11084;Alojamiento
190710;Online;1542615.40;40304;Supermercados y Pequeño Comercio
190710;Offline;929881.53;36075;Farmacias, Ópticas y Ortopedias
190710;Online;5942.24;14;Tabaco, Alcohol y Otros
190710;Online;88701.53;775;Bricolaje y Jardinería
190710;Online;61742.77;958;Farmacias, Ópticas y Ortopedias
190710;Offline;1510227.19;23445;Bricolaje y Jardinería
190710;Offline;857960.23;20810;Peluquería y Barbería
190710;Online;7685.68;113;Bar y Discotecas
190710;Offline;87366.08;3419;Bar y Discotecas
190711;Offline;37790.26;4197;Contenidos digitales y media
190711;Online;88488.58;831;Mantenimiento y Reparaciones Auto
190711;Online;841609.67;3550;Alojamiento
190711;Offline;1475492.90;22834;Bricolaje y Jardinería
190711;Online;21762.34;1931;Contenidos digitales y media
190711;Offline;2140409.54;11227;Mantenimiento y Reparaciones Auto
